926,1135
355,711
1364,781
551,433
551,730
1034,226
875,78
1218,843
247,468
1184,973
1364,1064
1247,912
1111,399
630,90
272,1042
890,938
444,515
179,628
774,214
298,457
1234,205
609,686
1229,75
1304,942
10,334
855,510
637,277
1091,908
1301,74
800,48
59,563
59,198
120,794
807,643
1268,898
944,349
59,749
272,915
870,675
944,297
990,1093
1397,588
509,689
400,558
352,963
582,363
415,749
1231,157
40,117
783,348
1143,1111
1019,582
7,809
1444,678
671,513
668,986
600,240
509,1117
944,387
52,458
376,793
965,889
59,226
15,149
1340,606
78,437
1011,823
707,1115
295,633
1151,768
716,417
985,862
1081,7
36,395
1095,677
190,555
1235,166
132,1135
1032,129
1365,549
826,931
956,198
904,194
247,735
649,457
201,808
944,152
551,704
551,295
59,682
1134,930
551,510
910,741
170,931
697,431
1316,173
1303,330
340,443
59,430
985,129
1005,739
646,540
600,406
944,196
1035,647
694,599
848,879
11,1092
1268,876
1242,487
413,720
317,1050
921,795
649,851
791,577
251,608
744,1004
116,7
1135,458
551,1039
551,597
1219,587
717,376
600,781
949,220
668,1107
461,591
125,952
661,1027
1045,129
710,972
386,276
1069,1025
829,769
1402,923
551,587
467,144
203,355
59,914
1438,492
551,503
152,327
83,1010
318,5
551,914
230,740
1430,285
85,766
494,355
979,663
1353,109
274,494
921,182
560,48
463,581
637,792
331,307
304,190
910,825
668,432
230,756
1364,818
706,574
138,786
9,469
413,929
1364,914
298,354
1173,646
940,860
531,193
145,162
957,936
944,434
298,1104
597,143
952,1075
459,768
247,889
1444,1059
85,1124
62,1109
1464,53
1132,328
88,257
71,777
152,120
526,1122
582,881
876,514
116,372
272,324
782,21
59,707
597,544
277,746
597,530
990,462
454,259
1019,669
116,346
272,801
234,382
1204,209
229,885
551,894
247,626
1209,1039
241,308
245,883
23,828
1014,753
234,505
1183,24
766,942
1436,427
11,249
597,690
106,107
1246,985
59,853
12,459
298,948
259,1010
1364,973
141,27
1081,743
1019,972
814,706
272,574
1413,88
582,776
1021,194
1104,117
589,635
287,792
131,53
247,924
1069,20
1415,976
743,1061
551,150
71,223
551,622
13,756
1208,688
582,258
338,975
586,1104
252,1055
1261,700
1256,786
1459,13
338,164
512,1038
1143,595
116,691
1188,145
241,716
1086,295
254,958
1427,1068
293,142
957,991
247,310
127,827
197,405
1118,170
1262,1132
1262,135
1317,629
1091,783
461,961
479,179
1191,357
551,461
219,1037
1192,632
1015,876
980,1036
1289,1038
406,741
229,726
184,110
1364,264
138,147
538,523
298,627
59,358
1364,1022
921,677
1066,411
1404,80
272,579
1143,304
1338,242
59,310
70,186
841,700
147,1059
1239,1098
436,373
1024,619
597,736
41,715
944,26
116,164
260,584
251,873
582,954
870,564
84,38
722,252
1062,1023
1063,1015
120,700
705,601
1273,533
944,1032
272,792
1041,132
944,532
338,870
1266,594
551,1023
551,857
548,344
629,119
576,754
582,1027
806,1104
305,696
721,650
201,301
272,704
286,907
716,710
714,1035
817,462
1363,193
1074,214
292,221
535,646
1415,635
596,530
1213,117
726,60
813,558
1268,727
985,1063
420,506
1202,925
247,689
857,974
338,318
962,312
551,972
55,229
937,122
1232,535
247,30
529,63
505,381
529,574
444,29
247,512
127,740
1152,379
1402,1059
798,200
317,1124
551,674
1081,652
1063,849
298,324
212,921
1457,68
1049,882
247,608
1358,38
57,756
816,462
979,26
749,535
944,366
959,298
551,497
62,1094
707,852
1081,358
125,867
201,219
1022,222
214,63
1364,628
709,375
1422,808
819,249
1018,450
141,809
294,731
979,211
957,722
1364,716
1074,730
125,738
272,100
55,392
503,348
272,550
1385,222
549,473
334,773
332,430
2,438
944,493
459,677
84,133
679,666
823,705
338,98
692,62
1304,189
145,674
730,116
1386,684
1356,205
403,622
430,763
37,294
567,1049
1019,565
338,1136
1199,993
853,76
141,313
985,724
72,1025
944,742
943,391
946,976
127,753
443,391
1292,1081
459,564
1182,681
783,1127
1429,120
59,1027
816,69
756,1027
127,814
490,64
298,343
732,693
531,1018
551,499
347,754
298,405
