295,650
157,808
944,728
969,479
490,653
763,738
1050,345
145,596
1306,674
814,940
957,403
979,420
551,1133
1265,259
220,491
1074,100
298,710
868,117
287,707
296,133
213,981
962,156
170,147
295,752
332,545
386,338
1204,14
1173,517
1060,957
1050,1073
145,592
408,279
979,481
1155,198
1074,897
346,369
721,428
1183,275
300,808
338,462
834,909
582,836
1475,962
637,1
287,517
127,608
710,138
1329,972
942,280
403,60
940,89
1352,594
975,356
338,1030
1364,541
173,823
783,940
551,1058
642,854
931,689
835,18
791,965
1420,767
247,563
403,1011
962,754
59,30
461,808
701,883
1380,489
429,3
940,813
1368,1018
551,370
1198,1067
298,733
928,1033
1007,1026
516,162
916,651
944,860
413,12
1091,1002
138,286
1424,285
962,252
95,761
466,535
519,332
1069,64
298,1081
868,953
944,632
582,1074
1196,921
499,189
298,796
1364,982
1053,1056
652,1098
820,437
850,1124
605,967
225,448
1230,866
1438,872
85,247
600,1119
287,107
1074,480
272,827
210,450
600,350
575,221
1369,821
551,936
1082,884
1473,937
1192,162
963,897
361,851
858,103
574,773
926,574
247,894
27,754
1077,184
600,424
1232,510
1197,259
1457,492
415,1108
1166,669
248,535
945,349
1173,579
551,931
338,381
1026,282
352,728
354,170
711,730
1081,728
1352,630
490,446
563,465
116,38
707,768
173,808
1399,268
8,992
631,535
169,1036
272,612
198,281
8,70
1015,1042
402,262
490,20
944,759
126,65
15,354
962,311
342,359
935,469
601,887
317,129
801,1122
59,1096
247,693
1208,193
272,923
113,170
582,544
298,35
551,439
944,766
739,354
362,891
569,123
497,685
765,315
722,265
451,88
733,926
636,1008
413,217
225,544
172,647
1086,482
738,175
439,615
420,1095
29,424
841,408
551,598
1076,442
352,538
944,503
693,86
305,522
565,66
202,94
944,518
1446,459
707,771
12,777
298,101
963,924
1086,776
667,1112
755,599
428,729
1081,957
272,513
632,1129
363,1061
1457,1004
331,229
1251,249
700,485
1000,884
701,756
765,718
1287,372
754,388
1188,107
1364,273
141,972
1364,342
1244,565
295,935
249,1062
172,582
571,1090
791,1099
304,451
551,316
705,146
59,1011
116,759
1304,623
96,534
497,216
59,652
1121,142
230,448
926,259
298,193
985,1090
474,920
551,862
551,26
175,1071
1310,1020
1276,930
682,1051
1037,963
1075,902
286,58
933,689
416,446
551,85
723,124
769,219
600,754
11,487
212,910
116,1039
955,280
19,436
551,300
944,1123
818,82
855,853
1317,769
551,575
415,371
407,462
923,505
141,1069
10,582
1077,976
643,177
971,707
962,358
536,288
944,396
584,687
766,642
504,894
1077,308
582,471
137,1125
1451,646
1134,851
964,388
694,716
701,771
272,240
657,328
1247,107
1297,947
527,933
47,884
810,942
1302,935
342,981
272,387
338,408
944,836
234,890
853,407
1474,920
388,755
1315,200
985,260
1438,768
236,1035
1173,254
1151,543
910,347
45,485
344,223
582,857
584,891
247,301
398,221
577,83
1030,471
59,434
582,773
979,368
222,184
272,433
866,202
1364,533
694,45
1356,633
84,78
1254,280
1129,509
10,2
91,23
298,742
985,720
944,214
944,233
524,148
659,876
450,800
830,376
582,333
477,1012
582,40
707,85
1457,668
551,999
582,579
1135,786
1019,1107
613,557
1339,429
265,898
1450,981
11,519
582,433
120,787
861,88
365,426
631,598
113,355
582,550
116,516
944,590
597,9
5,357
59,16
887,212
803,434
14,562
295,740
247,467
531,220
705,958
1113,188
298,916
1292,646
979,574
317,759
944,361
1015,776
449,892
1293,911
668,409
247,844
582,897
296,463
952,684
582,222
298,789
582,563
12,897
600,469
637,76
5,434
572,704
230,958
580,329
332,785
1304,307
1342,538
946,354
1351,730
551,161
1019,677
551,929
979,47
1255,760
1005,1102
1245,485
627,140
979,818
1364,101
933,93
682,991
178,483
145,912
738,754
196,27
1359,896
1288,1057
574,46
594,543
758,261
839,37
720,672
1373,92
1283,643
1032,412
853,1121
851,665
710,505
989,927
646,281
59,403
1254,298
59,622
182,1137
272,412
694,582
15,941
1087,360
338,206
969,306
247,1011
219,134
294,222
826,494
152,631
420,1099
1353,392
673,775
541,1051
824,859
197,1044
1220,125
513,935
334,562
305,1089
55,326
985,926
247,851
786,578
1033,939
805,1102
582,562
1159,474
90,18
197,117
944,584
1069,615
551,742
731,452
1323,670
979,57
762,1062
582,497
415,129
833,687
391,504
338,238
637,942
551,604
338,278
705,98
311,931
1268,342
1049,678
105,947
347,431
298,535
582,982
1068,450
1268,363
7,525
272,1110
490,490
1438,626
1197,484
516,573
304,28
657,726
683,717
1006,125
551,101
637,20
743,22
833,1135
724,593
198,949
916,1043
1365,438
247,940
1448,906
389,180
551,372
630,577
591,962
128,184
59,536
338,326
793,839
1019,588
78,670
490,983
63,414
338,1032
1173,496
944,289
721,743
763,498
749,517
11,946
537,5
67,859
1266,162
888,544
707,874
516,990
1364,922
600,1127
116,444
1438,48
785,428
990,372
338,624
331,586
551,78
646,1107
888,120
768,815
1081,414
47,817
962,982
1234,769
902,646
419,664
490,358
59,861
12,903
562,420
1203,51
270,444
866,381
944,37
59,449
582,496
141,280
582,569
116,1118
1424,887
212,167
335,288
61,134
962,216
876,327
1352,51
265,944
973,474
1197,1
1180,655
87,553
668,682
9,823
201,170
1448,610
454,397
910,490
15,281
783,583
170,1094
944,966
634,990
221,1015
415,825
990,130
1065,94
212,993
944,184
851,756
304,100
272,1120
426,75
516,797
1293,491
476,1112
940,892
867,1013
283,341
11,332
1373,624
551,967
247,856
582,818
1311,389
88,499
979,747
299,808
765,174
415,741
1364,1088
551,74
354,689
338,966
353,593
637,867
494,942
192,701
818,803
1436,1104
197,27
1304,543
555,885
247,20
921,931
1431,432
1065,88
105,535
262,583
1454,176
979,183
794,124
1185,426
1232,522
295,847
544,280
241,163
1160,146
551,386
551,157
615,1096
567,757
1434,570
1128,1062
1197,108
987,1051
311,664
990,445
743,178
635,648
1172,416
338,514
1416,202
426,89
11,516
531,895
1108,222
415,626
783,964
1015,838
7,485
791,943
321,178
1388,316
1059,356
272,1088
882,29
1204,496
11,238
304,1009
230,403
747,69
332,896
1364,601
551,609
870,70
1073,314
272,646
979,358
415,217
1285,1057
120,278
272,1100
1187,373
247,694
842,108
118,245
384,1045
84,731
352,615
1037,619
964,570
116,47
1084,144
831,993
1454,585
826,82
942,119
531,758
59,810
100,783
661,522
1110,1121
779,486
1019,551
543,29
154,340
778,271
272,502
1005,69
436,785
1376,1010
1374,1104
870,397
938,925
740,233
272,415
1048,1088
247,148
486,229
962,37
753,1013
690,891
979,836
775,488
582,424
101,778
1383,884
414,430
1364,412
1121,463
1054,93
568,1007
870,386
858,107
650,807
